n,k,alpha,r,trials,detection_rate,trim_recovery_rate,contamination_cost,hill_mse,hill_benefit,hill_benefit_se,oracle_trimmed_hill_mse,oracle_trimmed_hill_benefit,oracle_trimmed_hill_benefit_se,adaptive_trimmed_hill_mse,adaptive_trimmed_hill_benefit,adaptive_trimmed_hill_benefit_se,harmonic_moment_beta_0.5_mse,harmonic_moment_beta_0.5_benefit,harmonic_moment_beta_0.5_benefit_se,harmonic_moment_beta_1_mse,harmonic_moment_beta_1_benefit,harmonic_moment_beta_1_benefit_se,harmonic_moment_beta_2_mse,harmonic_moment_beta_2_benefit,harmonic_moment_beta_2_benefit_se,study,level_regime,signal,signal_over_D,signal_over_I,signal_over_R,profile,tau
10000,100,0.011788231063225867,1,5000,1.0,0.9906,0.0045381459704651236,0.006998775947263993,0.0,0.0,0.0024888616801152555,0.0045099142671487374,9.503937767574216e-05,0.0024934241785551257,0.004505351768708867,9.567451141021586e-05,0.0026653975089268376,0.004333378438337155,8.270752920829949e-05,0.002842876635344015,0.004155899311919978,9.19876270123318e-05,0.0034221864970272733,0.0035765894502367197,9.814575958118571e-05,detection_transition,vanishing,6.7432387057297385,2.0,13.418875595224387,1.3486477411459477,,
10000,100,0.011788231063225867,5,5000,0.0266,0.0184,0.00018524204106187277,0.0027612890978180324,0.0,0.0,0.0026859353038356337,7.535379398239842e-05,2.550425520736104e-05,0.002771584298925512,-1.0295201107480089e-05,9.6618460915791e-06,0.0027484502418191233,1.2838855998908957e-05,1.8732066878380475e-05,0.0029438805977597435,-0.00018259149994171114,3.164280325069e-05,0.003525946562482051,-0.0007646574646640178,5.341027573014693e-05,detection_transition,vanishing,1.3486477411459479,0.4000000000000001,1.1757238428179178,0.2697295482291896,,
10000,100,0.011788231063225867,5,5000,0.0756,0.0666,0.0004569927243473309,0.0030034189761194868,0.0,0.0,0.002683466852248814,0.00031995212387067286,3.3575315200777e-05,0.003066346685425374,-6.29277093058872e-05,1.4315549177493502e-05,0.0028199902566759132,0.0001834287194435736,2.1531961393449985e-05,0.0029684751339251504,3.4943842194335864e-05,3.447452604382242e-05,0.0035330731297816783,-0.0005296541536621916,5.372335162299389e-05,detection_transition,vanishing,2.0229716117189214,0.6,1.7635857642268762,0.4045943223437843,,
10000,100,0.011788231063225867,5,5000,0.1386,0.1308,0.0005484939082111193,0.003127282166011303,0.0,0.0,0.002706652473283675,0.0004206296927276278,3.645589118006986e-05,0.0032461579126463634,-0.00011887574663506106,1.8342465103775302e-05,0.0028529765308635147,0.0002743056351477878,2.284037026962223e-05,0.0029716764368369203,0.00015560572917438243,3.6209280740444745e-05,0.0035102606540846066,-0.00038297848807330423,5.542409085474583e-05,detection_transition,vanishing,2.3601335470054083,0.7,2.0575167249313555,0.47202670940108166,,
10000,100,0.011788231063225867,5,5000,0.2692,0.2626,0.000770308270548656,0.003295444141738573,0.0,0.0,0.0026780103305065733,0.0006174338112319999,4.1470049518921123e-05,0.0035367231286433168,-0.0002412789869047434,2.7020748993799215e-05,0.002889694078926605,0.00040575006281196784,2.5056571784058742e-05,0.002984271876023834,0.0003111722657147389,3.890400463862166e-05,0.003532461661961988,-0.00023701752022341473,5.7605694804771756e-05,detection_transition,vanishing,2.6972954822918958,0.8000000000000002,2.3514476856358355,0.5394590964583792,,
10000,100,0.011788231063225867,5,5000,0.4656,0.4576,0.0009416068929853265,0.0035560350879741266,0.0,0.0,0.0027583135722167042,0.0007977215157574223,4.663979692447911e-05,0.0038592841246787423,-0.00030324903670461603,3.4573299423933004e-05,0.0029753844130494473,0.000580650674924679,2.8371451012189953e-05,0.003011945107553335,0.0005440899804207913,4.2968352785587865e-05,0.0035152433993951484,4.0791688578978006e-05,6.058189015272603e-05,detection_transition,vanishing,3.0344574175783823,0.9,2.645378646340314,0.6068914835156765,,
10000,100,0.011788231063225867,5,5000,0.7338,0.7282,0.0011334773261341773,0.0036128590391207582,0.0,0.0,0.002585014973657554,0.001027844065463204,5.038902586306406e-05,0.003531888811182594,8.097022793816398e-05,4.243214915961751e-05,0.002888396848749892,0.0007244621903708657,2.932643235397684e-05,0.0029008286331817287,0.0007120304059390295,4.373006887074266e-05,0.0034127363824637542,0.00020012265665700414,6.0181152329749426e-05,detection_transition,vanishing,3.3716193528648692,1.0,2.9393096070447937,0.6743238705729738,,
10000,100,0.011788231063225867,5,5000,0.9088,0.9028,0.001318545018949875,0.0038189876154789133,0.0,0.0,0.00265249348471314,0.0011664941307657727,5.486756504710327e-05,0.0031664546542384373,0.0006525329612404752,5.008047688201625e-05,0.002963048477222063,0.0008559391382568496,3.1128159656590565e-05,0.0029578819032363857,0.0008611057122425269,4.6508292197458994e-05,0.0034753264408778294,0.0003436611746010834,6.361578808845896e-05,detection_transition,vanishing,3.7087812881513567,1.1,3.2332405677492737,0.7417562576302713,,
10000,100,0.011788231063225867,5,5000,0.983,0.9778,0.001592516953784498,0.00398847473074201,0.0,0.0,0.0025511617847132763,0.0014373129460287337,5.780229227019025e-05,0.002702383665385556,0.0012860910653564542,5.6622645522417876e-05,0.002905919147998047,0.0010825555827439636,3.331697315801063e-05,0.002834466871424548,0.0011540078593174623,4.939971761284363e-05,0.0033008029073178717,0.000687671823424138,6.665988502269542e-05,detection_transition,vanishing,4.045943223437843,1.2,3.5271715284537524,0.8091886446875686,,
10000,100,0.011788231063225867,5,5000,0.9984,0.991,0.001918590560057001,0.004465662877373024,0.0,0.0,0.002674219963016971,0.001791442914356052,6.420605413294333e-05,0.002696697037390333,0.0017689658399826903,6.447574049132156e-05,0.0030945538184199844,0.0013711090589530385,3.758130956184622e-05,0.0029645925023753525,0.0015010703749976711,5.48503748987824e-05,0.0034300906687153047,0.0010355722086577192,7.233568471540702e-05,detection_transition,vanishing,4.38310515872433,1.3,3.821102489158232,0.876621031744866,,
10000,100,0.011788231063225867,5,5000,1.0,0.9938,0.0025699343172054705,0.00505999804381841,0.0,0.0,0.0026208925073045826,0.0024391055365138277,7.373540085985608e-05,0.0026308689120054084,0.0024291291318130023,7.40980333306672e-05,0.0031966723398166147,0.0018633257040017966,4.304731427214252e-05,0.002992318074269345,0.002067679969549066,6.199732945880903e-05,0.003467422289503621,0.00159257575431479,7.963236812452086e-05,detection_transition,vanishing,5.057429029297304,1.5,4.408964410567191,1.011485805859461,,
10000,100,0.011788231063225867,5,5000,1.0,0.994,0.004615121087277262,0.00706974637628661,0.0,0.0,0.002613277996078938,0.0044564683802076725,9.512873447979557e-05,0.0026172364130108185,0.004452509963275793,9.55037716624914e-05,0.003567821564654016,0.0035019248116325953,5.6218157041430766e-05,0.003078137322037938,0.0039916090542486725,7.845298516825687e-05,0.0035025347832415305,0.00356721159304508,9.589785802419211e-05,detection_transition,vanishing,6.7432387057297385,2.0,5.878619214089587,1.3486477411459477,,
10000,100,0.05,1,5000,0.0864,0.0394,0.0001060577868635637,0.0025713775913039226,0.0,0.0,0.0024891996676819485,8.217792362197413e-05,1.6647815270955978e-05,0.0026171402608937805,-4.576266958985809e-05,1.4939152295503173e-05,0.0026348682753666156,-6.34906840626933e-05,1.823021307509604e-05,0.00289488005517068,-0.0003235024638667576,2.9854052068214085e-05,0.003532117037041708,-0.0009607394457377854,5.120310058390074e-05,detection_transition,fixed,1.0596634733096073,0.4,2.1087036870076505,0.21193269466192147,,
10000,100,0.05,1,5000,0.1654,0.1174,0.00023308509600381856,0.002676204193023357,0.0,0.0,0.002464128774533263,0.0002120754184900942,2.3410028664363165e-05,0.0027319453246675094,-5.574113164415201e-05,1.8248402976038185e-05,0.0025595364267676592,0.00011666776625569773,2.1807260624300797e-05,0.002768982827790138,-9.27786347667816e-05,3.221090734636628e-05,0.0033253852444679916,-0.0006491810514446341,4.9082547134623613e-05,detection_transition,fixed,1.5894952099644108,0.6,3.1630555305114756,0.31789904199288216,,
10000,100,0.05,1,5000,0.2388,0.1896,0.00037417018267954055,0.002781264383998059,0.0,0.0,0.0024261783863312124,0.00035508599766684713,2.694144104260431e-05,0.002872673486086456,-9.14091020883969e-05,2.124262431089181e-05,0.00255532472213208,0.0002259396618659793,2.3651365809632346e-05,0.0027556541145823225,2.5610269415736892e-05,3.396338113266188e-05,0.0033043437282064938,-0.0005230793442084341,5.011463464387425e-05,detection_transition,fixed,1.8544110782918126,0.7,3.6902314522633883,0.37088221565836255,,
10000,100,0.05,1,5000,0.3678,0.3254,0.00040547056275516084,0.002810458634197696,0.0,0.0,0.0024311811258974744,0.00037927750830022235,2.9730839943953486e-05,0.003001413732103504,-0.00019095509790580784,2.4788298834268234e-05,0.002554049344738041,0.0002564092894596552,2.6136030452625835e-05,0.0027771661728213217,3.329246137637456e-05,3.720959757995662e-05,0.003361386029749751,-0.0005509273955520545,5.540995276256945e-05,detection_transition,fixed,2.1193269466192146,0.8,4.217407374015301,0.42386538932384293,,
10000,100,0.05,1,5000,0.573,0.5338,0.0005557179985999429,0.003088193737960332,0.0,0.0,0.002571046049893512,0.00051714768806682,3.462174778184131e-05,0.0032750893508839353,-0.0001868956129236035,3.070625695763662e-05,0.0026953352401126954,0.0003928584978476364,2.902254046581155e-05,0.0028993070085540063,0.00018888672940632574,3.9777581660876984e-05,0.0034668871005190736,-0.00037869336255874105,5.704096925442791e-05,detection_transition,fixed,2.3842428149466164,0.9,4.744583295767214,0.47684856298932327,,
10000,100,0.05,1,5000,0.7856,0.747,0.0007931788087979072,0.003378800449656329,0.0,0.0,0.0026159095068940524,0.0007628909427622769,3.8904676997223376e-05,0.003281542980581552,9.725746907477714e-05,3.5473369049310226e-05,0.0027823571089925074,0.0005964433406638218,3.272289510377637e-05,0.0029795928584330947,0.0003992075912232344,4.351196996638751e-05,0.0035759395064015485,-0.00019713905674521927,5.897313835771732e-05,detection_transition,fixed,2.649158683274018,1.0,5.271759217519127,0.5298317366548037,,
10000,100,0.05,1,5000,0.9426,0.8942,0.0008436203969680449,0.0034233854410390505,0.0,0.0,0.0025919637164149517,0.0008314217246240992,4.2602909721773196e-05,0.002894599349707539,0.0005287860913315116,4.3029080972045994e-05,0.0027211776708735576,0.000702207770165493,3.506349340231699e-05,0.0029156361293236244,0.000507749311715426,4.520538318025749e-05,0.003487820357763472,-6.443491672442102e-05,5.9149343666619386e-05,detection_transition,fixed,2.9140745516014204,1.1,5.79893513927104,0.5828149103202841,,
10000,100,0.05,1,5000,0.9886,0.9462,0.0009334814153178634,0.0034782294473148243,0.0,0.0,0.002570818201555376,0.0009074112457594477,4.576583353266704e-05,0.0026821816970235756,0.0007960477502912479,4.704997967123126e-05,0.002696632741089941,0.0007815967062248824,3.736500753424389e-05,0.0029186473129298026,0.0005595821343850209,4.746280260373162e-05,0.003541714760284877,-6.348531297005378e-05,6.162569518892481e-05,detection_transition,fixed,3.1789904199288217,1.2,6.326111061022951,0.6357980839857643,,
10000,100,0.05,1,5000,0.9996,0.9552,0.0011974776238843144,0.003546957177171306,0.0,0.0,0.002360751431598761,0.0011862057455725456,4.771198368872845e-05,0.0023954403845958473,0.001151516792575459,4.985722872303449e-05,0.0025097587604675686,0.0010371984167037382,3.9005386315501774e-05,0.002698488531230055,0.0008484686459412513,4.836243613362231e-05,0.0032735926347484587,0.00027336454242284796,6.036800786200208e-05,detection_transition,fixed,3.443906288256224,1.3,6.853286982774865,0.6887812576512448,,
10000,100,0.05,1,5000,1.0,0.9572,0.0015782100540363902,0.0040701655619693146,0.0,0.0,0.0025220737447144968,0.0015480918172548176,5.665380478804398e-05,0.0025504461356698127,0.0015197194262995019,5.9199976424004897e-05,0.0026754791232940045,0.0013946864386753103,4.671806659803017e-05,0.0028689187358531825,0.0012012468261161323,5.6730827327534233e-05,0.0034564237800111136,0.000613741781958201,6.892045152412862e-05,detection_transition,fixed,3.973738024911027,1.5,7.907638826278689,0.7947476049822054,,
10000,100,0.05,1,5000,1.0,0.9526,0.0028032173692141347,0.005325263079769657,0.0,0.0,0.0025369773329078243,0.002788285746861833,7.497768521120899e-05,0.0025672677597126654,0.002757995320056992,7.711958464198212e-05,0.002723163549741228,0.002602099530028429,6.26569257387536e-05,0.0029123113300455875,0.0024129517497240697,7.197837116385737e-05,0.0035104716001115926,0.0018147914796580646,8.079562354685738e-05,detection_transition,fixed,5.298317366548036,2.0,10.543518435038253,1.0596634733096073,,
10000,100,0.05,5,5000,0.0786,0.038,0.00011623543593948585,0.0026168972832976323,0.0,0.0,0.002605859209160725,1.1038074136907036e-05,2.216319848620161e-05,0.0026463494612905536,-2.9452177992921134e-05,1.2353887623907042e-05,0.002645705343726015,-2.8808060428382688e-05,1.7725967357881614e-05,0.002846793924045766,-0.00022989664074813402,3.0043316009976975e-05,0.003413930400046945,-0.0007970331167493121,5.1266980625281335e-05,detection_transition,fixed,1.0596634733096073,0.4,0.9237931988635777,0.21193269466192147,,
10000,100,0.05,5,5000,0.1518,0.1138,0.0002644747041063274,0.002684113170220974,0.0,0.0,0.002571587693465626,0.00011252547675534848,2.6758585386503303e-05,0.0027487728808802386,-6.465971065926397e-05,1.7590164855209524e-05,0.0026256110457864115,5.850212443456276e-05,1.926630415232546e-05,0.0027996308443578987,-0.00011551767413692415,3.1556707035205333e-05,0.0033473743420073367,-0.0006632611717863625,5.0905195407522785e-05,detection_transition,fixed,1.5894952099644108,0.6,1.3856897982953664,0.31789904199288216,,
10000,100,0.05,5,5000,0.231,0.195,0.00035092580530797745,0.0029188930492534478,0.0,0.0,0.0027591048868136395,0.00015978816243980803,3.0410942683804107e-05,0.003049039807297238,-0.00013014675804379016,2.1463683453915787e-05,0.002794812537128805,0.0001240805121246434,2.094027018528917e-05,0.0029386861932435017,-1.9793143990054013e-05,3.3610408623735595e-05,0.0034453386857974467,-0.0005264456365439985,5.251696140014381e-05,detection_transition,fixed,1.8544110782918126,0.7,1.6166380980112607,0.37088221565836255,,
10000,100,0.05,5,5000,0.3722,0.3376,0.0004238632669221577,0.0029176676972365754,0.0,0.0,0.002641703712804343,0.00027596398443223267,3.392262191843675e-05,0.0031442392648001237,-0.00022657156756354863,2.6567822663351915e-05,0.0027249483134644675,0.00019271938377210816,2.237853365026557e-05,0.0028723105263347014,4.535717090187392e-05,3.54242451085717e-05,0.0034289353118415336,-0.000511267614604958,5.420370267845606e-05,detection_transition,fixed,2.1193269466192146,0.8,1.8475863977271554,0.42386538932384293,,
10000,100,0.05,5,5000,0.574,0.544,0.0005139156660702048,0.002988105496859794,0.0,0.0,0.0025990020904546563,0.0003891034064051376,3.6395642739236596e-05,0.003221427069616662,-0.00023332157275686777,3.078083934987773e-05,0.0026911459932850916,0.0002969595035747025,2.311007337927578e-05,0.002796874444864335,0.00019123105199545927,3.651561655126113e-05,0.0033213436131220332,-0.00033323811626223966,5.5307112743862495e-05,detection_transition,fixed,2.3842428149466164,0.9,2.07853469744305,0.47684856298932327,,
10000,100,0.05,5,5000,0.7918,0.7684,0.000642147644899711,0.0031143026385429843,0.0,0.0,0.0026075715352255626,0.000506731103317422,3.974354201493965e-05,0.0031426967712859357,-2.839413274295161e-05,3.549687342836803e-05,0.0027793650567444223,0.000334937581798562,2.4566186528283313e-05,0.002895276712112893,0.00021902592643009147,3.898678901582292e-05,0.0034622795775285996,-0.00034797693898561464,6.0736944219700246e-05,detection_transition,fixed,2.649158683274018,1.0,2.309482997158944,0.5298317366548037,,
10000,100,0.05,5,5000,0.9376,0.911,0.000838673309534556,0.0033904037816096747,0.0,0.0,0.002682809604848085,0.00070759417676159,4.433965372783315e-05,0.002960617206578159,0.0004297865750315157,4.330399854703618e-05,0.0028988597932570587,0.000491543988352616,2.6225410619242923e-05,0.002967946293715045,0.0004224574878946302,4.026993029132307e-05,0.0035127155020981946,-0.00012231172048852003,5.8201070503682056e-05,detection_transition,fixed,2.9140745516014204,1.1,2.540431296874839,0.5828149103202841,,
10000,100,0.05,5,5000,0.9896,0.9648,0.0009724308004825807,0.003496084145570677,0.0,0.0,0.0026723275268496797,0.0008237566187209971,4.7986441650450746e-05,0.0027385902849449933,0.0007574938606256835,4.879265072341302e-05,0.0029036749426877805,0.0005924092028828964,2.8136424013695004e-05,0.002950742374939917,0.0005453417706307602,4.2856300241559267e-05,0.0034746632988512287,2.1420846719447745e-05,6.098317955546812e-05,detection_transition,fixed,3.1789904199288217,1.2,2.771379596590733,0.6357980839857643,,
10000,100,0.05,5,5000,0.9994,0.9756,0.0011665345473251523,0.003569806411851279,0.0,0.0,0.00251154152484124,0.0010582648870100396,5.065366206573201e-05,0.002528697869439755,0.0010411085424115243,5.1973347364607746e-05,0.0028089046871847246,0.0007609017246665548,2.9618514163951842e-05,0.0028176479594884535,0.000752158452362826,4.426773704430063e-05,0.003321516574089584,0.0002482898377616948,6.0522308003379557e-05,detection_transition,fixed,3.443906288256224,1.3,3.0023278963066273,0.6887812576512448,,
10000,100,0.05,5,5000,1.0,0.978,0.0015711618656282773,0.004048402717051197,0.0,0.0,0.002590635538721569,0.0014577671783296282,5.8201702250796184e-05,0.002604988973317617,0.0014434137437335799,5.9364768956688623e-05,0.0029965236739878214,0.0010518790430633755,3.339516958385711e-05,0.0029420113395256737,0.0011063913775255234,4.924612946751839e-05,0.003456078559369604,0.0005923241576815935,6.635919180986589e-05,detection_transition,fixed,3.973738024911027,1.5,3.464224495738416,0.7947476049822054,,
10000,100,0.05,5,5000,1.0,0.9764,0.002769365608139746,0.0053620826945801415,0.0,0.0,0.002732151234554624,0.002629931460025517,7.80289041722245e-05,0.0027358357317451456,0.0026262469628349962,7.925291734226125e-05,0.003307252945460911,0.002054829749119231,4.551425914330644e-05,0.0030568719813037232,0.0023052107132764186,6.515634083004704e-05,0.003504273323563413,0.0018578093710167288,8.269804248359637e-05,detection_transition,fixed,5.298317366548036,2.0,4.618965994317888,1.0596634733096073,,
50000,223,0.008542072972012553,1,5000,0.0214,0.0148,3.359995107279298e-05,0.0011732854772882894,0.0,0.0,0.0011443631906208093,2.892228666748029e-05,6.490900927626369e-06,0.0011794313305746936,-6.14585328640397e-06,2.5286366046315906e-06,0.001191596270418523,-1.8310793130233388e-05,7.948396549336153e-06,0.001295646881599227,-0.00012236140431093724,1.2939183739551247e-05,0.0015595791681143102,-0.0003862936908260207,2.1934493077155952e-05,detection_transition,vanishing,1.4130673313723776,0.4,2.819790918128255,0.18925197491392917,,
50000,223,0.008542072972012553,1,5000,0.0662,0.0582,0.00010200585159293276,0.0012521988462023267,0.0,0.0,0.0011522503974143953,9.994844878793151e-05,9.381398856575589e-06,0.0012649910462010927,-1.2792199998765764e-05,4.083596206870061e-06,0.0012084187496999115,4.378009650241529e-05,9.98819728157732e-06,0.0013086423200593198,-5.64434738569931e-05,1.4895908796236227e-05,0.0015676333338155242,-0.0003154344876131974,2.342992339994715e-05,detection_transition,vanishing,2.119600997058566,0.6,4.229686377192382,0.2838779623708937,,
50000,223,0.008542072972012553,1,5000,0.131,0.1224,0.00013100300083975026,0.001262511041877473,0.0,0.0,0.0011378976752339346,0.00012461336664353837,1.0798718760485941e-05,0.0012815868714929665,-1.9075829615493232e-05,5.957703215934608e-06,0.0011910978062654842,7.141323561198873e-05,1.0667315874181183e-05,0.0012912662214533735,-2.875517957590056e-05,1.5108415882280126e-05,0.001549631066269494,-0.00028712002439202066,2.2628478310102077e-05,detection_transition,vanishing,2.4728678299016607,0.7,4.934634106724446,0.331190956099376,,
50000,223,0.008542072972012553,1,5000,0.2544,0.2486,0.00017528407554201478,0.0013017552359076787,0.0,0.0,0.0011361719709674812,0.0001655832649401976,1.2132872752993707e-05,0.001347131126918981,-4.5375891011302085e-05,7.293670086008118e-06,0.0011967694092866181,0.00010498582662106055,1.1367020647131721e-05,0.0012956502068174783,6.105029090200748e-06,1.5691988848320555e-05,0.001548826765633913,-0.00024707152972623403,2.2982475255286454e-05,detection_transition,vanishing,2.826134662744755,0.8,5.63958183625651,0.37850394982785834,,
50000,223,0.008542072972012553,1,5000,0.4758,0.4684,0.00020286275108128194,0.0012720267280656211,0.0,0.0,0.001074828592488575,0.00019719813557704616,1.3468248235060798e-05,0.0013437021737197539,-7.167544565413276e-05,1.0383640126033625e-05,0.0011192791093943564,0.00015274761867126478,1.2649819220118844e-05,0.001210944097269428,6.108263079619305e-05,1.6805464438025723e-05,0.001454965217866225,-0.00018293848980060378,2.3343763871209247e-05,detection_transition,vanishing,3.17940149558785,0.9,6.344529565788575,0.42581694355634064,,
50000,223,0.008542072972012553,1,5000,0.8156,0.808,0.00025447444811079476,0.0013827738051845782,0.0,0.0,0.001132821167599802,0.00024995263758477595,1.5211480836950315e-05,0.0013595202015462193,2.3253603638358912e-05,1.3350348989947786e-05,0.0011861461750788133,0.00019662763010576482,1.38586040103188e-05,0.0012810503117522548,0.00010172349343232334,1.796628688758369e-05,0.0015312193119638483,-0.0001484455067792701,2.445493460810799e-05,detection_transition,vanishing,3.532668328430944,1.0,7.049477295320638,0.4731299372848229,,
50000,223,0.008542072972012553,1,5000,0.9814,0.9724,0.00028998558866598405,0.0013454347166737169,0.0,0.0,0.0010601813319069404,0.00028525338476677656,1.6160926680795373e-05,0.0011102218150852035,0.00023521290158851337,1.5769652698872534e-05,0.0011112823873153563,0.0002341523293583606,1.4693394677228916e-05,0.0012054724790512674,0.00013996223762244943,1.857543886296879e-05,0.0014446328160387825,-9.919809936506554e-05,2.449425740735704e-05,detection_transition,vanishing,3.8859351612740385,1.1,7.754425024852702,0.5204429310133052,,
50000,223,0.008542072972012553,1,5000,0.9984,0.9924,0.00036574077452776027,0.001499712067594441,0.0,0.0,0.0011406160577323765,0.0003590960098620644,1.8167620164777653e-05,0.001151015793052867,0.000348696274541574,1.818537159239321e-05,0.0011861111755658254,0.0003136008920286156,1.6608374783247288e-05,0.0012729570080463827,0.00022675505954805822,2.0523448227218135e-05,0.0015103520379057967,-1.0639970311355745e-05,2.6156465587403492e-05,detection_transition,vanishing,4.239201994117132,1.2,8.459372754384765,0.5677559247417874,,
